to,from,p_value
OTU_70,OTU_98,0.99
OTU_71,OTU_98,0.99
OTU_72,OTU_98,0.99
OTU_73,OTU_98,0.99
OTU_74,OTU_98,0.99
OTU_75,OTU_98,0.99
OTU_76,OTU_98,0.99
OTU_77,OTU_98,0.99
OTU_78,OTU_98,0.99
OTU_79,OTU_98,0.99
OTU_80,OTU_98,0.99
OTU_81,OTU_98,0.99
OTU_82,OTU_98,0.99
OTU_83,OTU_98,0.99
OTU_84,OTU_98,0.99
OTU_85,OTU_98,0.99
OTU_86,OTU_98,0.99
OTU_87,OTU_98,0.99
OTU_88,OTU_98,0.99
OTU_89,OTU_98,0.99
OTU_90,OTU_98,0.99
OTU_91,OTU_98,0.99
OTU_92,OTU_98,0.91468809073724
OTU_93,OTU_98,0.99
OTU_94,OTU_98,0.99
OTU_95,OTU_98,0.99
OTU_96,OTU_98,0.99
OTU_97,OTU_98,0.99
OTU_98,OTU_98,0
OTU_99,OTU_98,0.99
OTU_100,OTU_98,0.99
OTU_101,OTU_98,0.99
OTU_102,OTU_98,0.99
OTU_103,OTU_98,0.99
OTU_104,OTU_98,0.99
OTU_105,OTU_98,0.99
OTU_106,OTU_98,0.99
OTU_107,OTU_98,0.99
OTU_108,OTU_98,0.99
OTU_109,OTU_98,0.99
OTU_110,OTU_98,0.99
OTU_111,OTU_98,0.99
OTU_112,OTU_98,0.99
OTU_113,OTU_98,0.9803110475509476
OTU_114,OTU_98,0.99
OTU_115,OTU_98,0.99
OTU_116,OTU_98,0.99
OTU_117,OTU_98,0.99
OTU_118,OTU_98,0.99
OTU_119,OTU_98,0.99
OTU_120,OTU_98,0.99
OTU_121,OTU_98,0.99
OTU_122,OTU_98,0.99
OTU_123,OTU_98,0.99
OTU_124,OTU_98,0.99
OTU_125,OTU_98,0.99
OTU_126,OTU_98,0.99
OTU_127,OTU_98,0.99
OTU_1,OTU_99,0.99
OTU_2,OTU_99,0.99
OTU_3,OTU_99,0.99
OTU_4,OTU_99,0.99
OTU_5,OTU_99,0.37883734586024664
OTU_6,OTU_99,0.99
OTU_7,OTU_99,0.99
OTU_8,OTU_99,0.99
OTU_9,OTU_99,0.99
OTU_10,OTU_99,0.99
OTU_11,OTU_99,0.99
OTU_12,OTU_99,0.99
OTU_13,OTU_99,0.99
OTU_14,OTU_99,0.99
OTU_15,OTU_99,0.99
OTU_16,OTU_99,0.99
OTU_17,OTU_99,0.99
OTU_18,OTU_99,0.99
OTU_19,OTU_99,0.99
OTU_20,OTU_99,0.99
OTU_21,OTU_99,0.99
OTU_22,OTU_99,0.99
OTU_23,OTU_99,0.99
OTU_24,OTU_99,0.99
OTU_25,OTU_99,0.99
OTU_26,OTU_99,0.99
OTU_27,OTU_99,0.99
OTU_28,OTU_99,0.8526921512810085
OTU_29,OTU_99,0.99
OTU_30,OTU_99,0.99
OTU_31,OTU_99,0.99
OTU_32,OTU_99,0.99
OTU_33,OTU_99,0.99
OTU_34,OTU_99,0.99
OTU_35,OTU_99,0.99
OTU_36,OTU_99,0.99
OTU_37,OTU_99,0.99
OTU_38,OTU_99,0.99
OTU_39,OTU_99,0.99
OTU_40,OTU_99,0.99
OTU_41,OTU_99,0.99
OTU_42,OTU_99,0.99
OTU_43,OTU_99,0.99
OTU_44,OTU_99,0.11798829553767375
OTU_45,OTU_99,0.99
OTU_46,OTU_99,0.45485053581500284
OTU_47,OTU_99,0.99
OTU_48,OTU_99,0.99
OTU_49,OTU_99,0.99
OTU_50,OTU_99,0.99
OTU_51,OTU_99,0.99
OTU_52,OTU_99,0.99
OTU_53,OTU_99,0.99
OTU_54,OTU_99,0.99
OTU_55,OTU_99,0.99
OTU_56,OTU_99,0.99
OTU_57,OTU_99,0.7275146594497068
OTU_58,OTU_99,0.99
OTU_59,OTU_99,0.99
OTU_60,OTU_99,0.99
OTU_61,OTU_99,0.99
OTU_62,OTU_99,0.7798637362637363
OTU_63,OTU_99,0.99
OTU_64,OTU_99,0.99
OTU_65,OTU_99,0.99
OTU_66,OTU_99,0.99
OTU_67,OTU_99,0.99
OTU_68,OTU_99,0.99
OTU_69,OTU_99,0.99
OTU_70,OTU_99,0.99
OTU_71,OTU_99,0.99
OTU_72,OTU_99,0.99
OTU_73,OTU_99,0.99
OTU_74,OTU_99,0.99
OTU_75,OTU_99,0.99
OTU_76,OTU_99,0.30072715972653824
OTU_77,OTU_99,0.99
OTU_78,OTU_99,0.99
OTU_79,OTU_99,0.99
OTU_80,OTU_99,0.99
OTU_81,OTU_99,0.99
OTU_82,OTU_99,0.99
OTU_83,OTU_99,0.99
OTU_84,OTU_99,0.99
OTU_85,OTU_99,0.99
OTU_86,OTU_99,0.99
OTU_87,OTU_99,0.99
OTU_88,OTU_99,0.99
OTU_89,OTU_99,0.99
OTU_90,OTU_99,0.5775089514066496
OTU_91,OTU_99,0.99
OTU_92,OTU_99,0.99
OTU_93,OTU_99,0.99
OTU_94,OTU_99,0.99
OTU_95,OTU_99,0.99
OTU_96,OTU_99,0.99
OTU_97,OTU_99,0.99
OTU_98,OTU_99,0.99
OTU_99,OTU_99,0
OTU_100,OTU_99,0.99
OTU_101,OTU_99,0.99
OTU_102,OTU_99,0.99
OTU_103,OTU_99,0.91468809073724
OTU_104,OTU_99,0.99
OTU_105,OTU_99,0.99
OTU_106,OTU_99,0.99
OTU_107,OTU_99,0.99
OTU_108,OTU_99,0.99
OTU_109,OTU_99,0.99
OTU_110,OTU_99,0.99
OTU_111,OTU_99,0.99
OTU_112,OTU_99,0.99
OTU_113,OTU_99,0.99
OTU_114,OTU_99,0.99
OTU_115,OTU_99,0.99
OTU_116,OTU_99,0.2163514419852448
OTU_117,OTU_99,0.99
OTU_118,OTU_99,0.99
OTU_119,OTU_99,0.99
OTU_120,OTU_99,0.99
OTU_121,OTU_99,0.99
OTU_122,OTU_99,0.9803110475509476
OTU_123,OTU_99,0.99
OTU_124,OTU_99,0.99
OTU_125,OTU_99,0.99
OTU_126,OTU_99,0.99
OTU_127,OTU_99,0.91468809073724
OTU_1,OTU_100,0.99
OTU_2,OTU_100,0.99
OTU_3,OTU_100,0.91468809073724
OTU_4,OTU_100,0.99
OTU_5,OTU_100,0
OTU_6,OTU_100,0.99
OTU_7,OTU_100,0.99
OTU_8,OTU_100,0.99
OTU_9,OTU_100,0.99
OTU_10,OTU_100,0.99
OTU_11,OTU_100,0.99
OTU_12,OTU_100,0.99
OTU_13,OTU_100,0.99
OTU_14,OTU_100,0.99
OTU_15,OTU_100,0.99
OTU_16,OTU_100,0.99
OTU_17,OTU_100,0.99
OTU_18,OTU_100,0.99
OTU_19,OTU_100,0.99
OTU_20,OTU_100,0.99
OTU_21,OTU_100,0.99
OTU_22,OTU_100,0.99
OTU_23,OTU_100,0.99
OTU_24,OTU_100,0.99
OTU_25,OTU_100,0.99
OTU_26,OTU_100,0.99
OTU_27,OTU_100,0.99
OTU_28,OTU_100,0.99
OTU_29,OTU_100,0.99
OTU_30,OTU_100,0.99
OTU_31,OTU_100,0.99
OTU_32,OTU_100,0.99
OTU_33,OTU_100,0.99
OTU_34,OTU_100,0.99
OTU_35,OTU_100,0.99
OTU_36,OTU_100,0.99
OTU_37,OTU_100,0.99
OTU_38,OTU_100,0.99
OTU_39,OTU_100,0.99
OTU_40,OTU_100,0.99
OTU_41,OTU_100,0.99
OTU_42,OTU_100,0.884473168820995
OTU_43,OTU_100,0.99
OTU_44,OTU_100,0
OTU_45,OTU_100,0.99
OTU_46,OTU_100,0
OTU_47,OTU_100,0.99
OTU_48,OTU_100,0.99
OTU_49,OTU_100,0.99
OTU_50,OTU_100,0.6818271488961953
OTU_51,OTU_100,0.99
OTU_52,OTU_100,0.99
OTU_53,OTU_100,0.99
OTU_54,OTU_100,0.99
OTU_55,OTU_100,0.99
OTU_56,OTU_100,0.99
OTU_57,OTU_100,0.99
OTU_58,OTU_100,0.99
OTU_59,OTU_100,0.99
OTU_60,OTU_100,0.99
OTU_61,OTU_100,0.9803110475509476
OTU_62,OTU_100,0.99
OTU_63,OTU_100,0.99
OTU_64,OTU_100,0.99
OTU_65,OTU_100,0.99
OTU_66,OTU_100,0.99
OTU_67,OTU_100,0.99
OTU_68,OTU_100,0.99
OTU_69,OTU_100,0.99
OTU_70,OTU_100,0.99
OTU_71,OTU_100,0.99
OTU_72,OTU_100,0.99
OTU_73,OTU_100,0.99
OTU_74,OTU_100,0.99
OTU_75,OTU_100,0.99
OTU_76,OTU_100,0
OTU_77,OTU_100,0.99
OTU_78,OTU_100,0.99
OTU_79,OTU_100,0.99
OTU_80,OTU_100,0.99
OTU_81,OTU_100,0.99
OTU_82,OTU_100,0.99
OTU_83,OTU_100,0.6818271488961953
OTU_84,OTU_100,0.8197712833545108
OTU_85,OTU_100,0.99
OTU_86,OTU_100,0.99
OTU_87,OTU_100,0.99
OTU_88,OTU_100,0.99
OTU_89,OTU_100,0.99
OTU_90,OTU_100,0
OTU_91,OTU_100,0.99
OTU_92,OTU_100,0.99
OTU_93,OTU_100,0.99
OTU_94,OTU_100,0.99
OTU_95,OTU_100,0.99
OTU_96,OTU_100,0.99
OTU_97,OTU_100,0.99
OTU_98,OTU_100,0.99
OTU_99,OTU_100,0.99
OTU_100,OTU_100,0
OTU_101,OTU_100,0.99
OTU_102,OTU_100,0.99
OTU_103,OTU_100,0.37883734586024664
OTU_104,OTU_100,0.99
OTU_105,OTU_100,0.99
OTU_106,OTU_100,0.99
OTU_107,OTU_100,0.99
OTU_108,OTU_100,0.99
OTU_109,OTU_100,0.99
OTU_110,OTU_100,0.99
OTU_111,OTU_100,0.99
OTU_112,OTU_100,0.99
OTU_113,OTU_100,0.9803110475509476
OTU_114,OTU_100,0.99
OTU_115,OTU_100,0.99
OTU_116,OTU_100,0
OTU_117,OTU_100,0.99
OTU_118,OTU_100,0.99
OTU_119,OTU_100,0.99
OTU_120,OTU_100,0.99
OTU_121,OTU_100,0.99
OTU_122,OTU_100,0.99
OTU_123,OTU_100,0.99
OTU_124,OTU_100,0.99
OTU_125,OTU_100,0.99
OTU_126,OTU_100,0.99
OTU_127,OTU_100,0.99
OTU_1,OTU_101,0.99
OTU_2,OTU_101,0.99
OTU_3,OTU_101,0.99
OTU_4,OTU_101,0.99
OTU_5,OTU_101,0.11798829553767375
OTU_6,OTU_101,0.99
OTU_7,OTU_101,0.99
OTU_8,OTU_101,0.99
OTU_9,OTU_101,0.99
OTU_10,OTU_101,0.99
OTU_11,OTU_101,0.99
OTU_12,OTU_101,0.99
OTU_13,OTU_101,0.99
OTU_14,OTU_101,0.99
OTU_15,OTU_101,0.99
OTU_16,OTU_101,0.99
OTU_17,OTU_101,0.99
OTU_18,OTU_101,0.99
OTU_19,OTU_101,0.99
OTU_20,OTU_101,0.99
OTU_21,OTU_101,0.99
OTU_22,OTU_101,0.99
OTU_23,OTU_101,0.99
OTU_24,OTU_101,0.99
OTU_25,OTU_101,0.99
OTU_26,OTU_101,0.99
OTU_27,OTU_101,0.99
OTU_28,OTU_101,0.99
OTU_29,OTU_101,0.30072715972653824
OTU_30,OTU_101,0.99
OTU_31,OTU_101,0.99
OTU_32,OTU_101,0.99
OTU_33,OTU_101,0.99
OTU_34,OTU_101,0.99
OTU_35,OTU_101,0.99
OTU_36,OTU_101,0.99
OTU_37,OTU_101,0.99
OTU_38,OTU_101,0.11798829553767375
OTU_39,OTU_101,0.99
OTU_40,OTU_101,0.99
OTU_41,OTU_101,0.99
OTU_42,OTU_101,0.99
OTU_43,OTU_101,0.99
OTU_44,OTU_101,0
OTU_45,OTU_101,0.99
OTU_46,OTU_101,0
OTU_47,OTU_101,0.99
OTU_48,OTU_101,0.45485053581500284
OTU_49,OTU_101,0.99
OTU_50,OTU_101,0.99
OTU_51,OTU_101,0.99
OTU_52,OTU_101,0.99
OTU_53,OTU_101,0.99
OTU_54,OTU_101,0.99
OTU_55,OTU_101,0.99
OTU_56,OTU_101,0.99
OTU_57,OTU_101,0.99
OTU_58,OTU_101,0.99
OTU_59,OTU_101,0.99
OTU_60,OTU_101,0.99
OTU_61,OTU_101,0.99
OTU_62,OTU_101,0.99
OTU_63,OTU_101,0.99
OTU_64,OTU_101,0.99
OTU_65,OTU_101,0.99
OTU_66,OTU_101,0.99
OTU_67,OTU_101,0.99
OTU_68,OTU_101,0.99
OTU_69,OTU_101,0.99
OTU_70,OTU_101,0.99
OTU_71,OTU_101,0.99
OTU_72,OTU_101,0.99
OTU_73,OTU_101,0.99
OTU_74,OTU_101,0.99
OTU_75,OTU_101,0.99
OTU_76,OTU_101,0
OTU_77,OTU_101,0.99
OTU_78,OTU_101,0.99
OTU_79,OTU_101,0.99
OTU_80,OTU_101,0.99
OTU_81,OTU_101,0.99
OTU_82,OTU_101,0.99
OTU_83,OTU_101,0.99
OTU_84,OTU_101,0.99
OTU_85,OTU_101,0.99
OTU_86,OTU_101,0.99
OTU_87,OTU_101,0.99
OTU_88,OTU_101,0.99
OTU_89,OTU_101,0.99
OTU_90,OTU_101,0
OTU_91,OTU_101,0.99
OTU_92,OTU_101,0.99
OTU_93,OTU_101,0.99
OTU_94,OTU_101,0.99
OTU_95,OTU_101,0.99
OTU_96,OTU_101,0.7275146594497068
OTU_97,OTU_101,0.99
OTU_98,OTU_101,0.99
OTU_99,OTU_101,0.99
OTU_100,OTU_101,0.99
OTU_101,OTU_101,0
OTU_102,OTU_101,0.99
OTU_103,OTU_101,0.5205701990317374
OTU_104,OTU_101,0.7275146594497068
OTU_105,OTU_101,0.99
OTU_106,OTU_101,0.99
OTU_107,OTU_101,0.99
OTU_108,OTU_101,0.99
OTU_109,OTU_101,0.99
OTU_110,OTU_101,0.99
OTU_111,OTU_101,0.99
OTU_112,OTU_101,0.99
OTU_113,OTU_101,0.99
OTU_114,OTU_101,0.99
OTU_115,OTU_101,0.99
OTU_116,OTU_101,0
OTU_117,OTU_101,0.99
OTU_118,OTU_101,0.99
OTU_119,OTU_101,0.99
OTU_120,OTU_101,0.99
OTU_121,OTU_101,0.99
OTU_122,OTU_101,0.99
OTU_123,OTU_101,0.99
OTU_124,OTU_101,0.99
OTU_125,OTU_101,0.99
OTU_126,OTU_101,0.99
OTU_127,OTU_101,0.99
OTU_1,OTU_102,0.99
OTU_2,OTU_102,0.99
OTU_3,OTU_102,0.99
OTU_4,OTU_102,0.99
OTU_5,OTU_102,0.37883734586024664
OTU_6,OTU_102,0.99
OTU_7,OTU_102,0.99
OTU_8,OTU_102,0.99
OTU_9,OTU_102,0.99
OTU_10,OTU_102,0.99
OTU_11,OTU_102,0.99
OTU_12,OTU_102,0.99
OTU_13,OTU_102,0.9803110475509476
OTU_14,OTU_102,0.99
OTU_15,OTU_102,0.99
OTU_16,OTU_102,0.99
OTU_17,OTU_102,0.99
OTU_18,OTU_102,0.99
OTU_19,OTU_102,0.99
OTU_20,OTU_102,0.99
OTU_21,OTU_102,0.99
OTU_22,OTU_102,0.8526921512810085
OTU_23,OTU_102,0.99
OTU_24,OTU_102,0.99
OTU_25,OTU_102,0.99
OTU_26,OTU_102,0.99
OTU_27,OTU_102,0.99
OTU_28,OTU_102,0.99
OTU_29,OTU_102,0.99
OTU_30,OTU_102,0.99
OTU_31,OTU_102,0.99
OTU_32,OTU_102,0.99
OTU_33,OTU_102,0.99
OTU_34,OTU_102,0.99
OTU_35,OTU_102,0.5775089514066496
OTU_36,OTU_102,0.99
OTU_37,OTU_102,0.99
OTU_38,OTU_102,0.99
OTU_39,OTU_102,0.99
OTU_40,OTU_102,0.99
OTU_41,OTU_102,0.99
OTU_42,OTU_102,0.99
OTU_43,OTU_102,0.99
OTU_44,OTU_102,0.8197712833545108
OTU_45,OTU_102,0.99
OTU_46,OTU_102,0.91468809073724
OTU_47,OTU_102,0.99
OTU_48,OTU_102,0.99
OTU_49,OTU_102,0.99
OTU_50,OTU_102,0.99
OTU_51,OTU_102,0.99
OTU_52,OTU_102,0.99
OTU_53,OTU_102,0.99
OTU_54,OTU_102,0.99
OTU_55,OTU_102,0.99
OTU_56,OTU_102,0.99
OTU_57,OTU_102,0.99
OTU_58,OTU_102,0.99
OTU_59,OTU_102,0.99
OTU_60,OTU_102,0.99
OTU_61,OTU_102,0.99
OTU_62,OTU_102,0.99
OTU_63,OTU_102,0.99
OTU_64,OTU_102,0.99
OTU_65,OTU_102,0.99
OTU_66,OTU_102,0.99
OTU_67,OTU_102,0.99
OTU_68,OTU_102,0.99
OTU_69,OTU_102,0.99
OTU_70,OTU_102,0.99
OTU_71,OTU_102,0.5205701990317374
OTU_72,OTU_102,0.99
OTU_73,OTU_102,0.99
OTU_74,OTU_102,0.99
OTU_75,OTU_102,0.99
OTU_76,OTU_102,0.8526921512810085
OTU_77,OTU_102,0.99
OTU_78,OTU_102,0.99
OTU_79,OTU_102,0.99
OTU_80,OTU_102,0.9803110475509476
OTU_81,OTU_102,0.99
OTU_82,OTU_102,0.99
OTU_83,OTU_102,0.99
OTU_84,OTU_102,0.99
OTU_85,OTU_102,0.99
OTU_86,OTU_102,0.99
OTU_87,OTU_102,0.99
OTU_88,OTU_102,0.99
OTU_89,OTU_102,0.99
OTU_90,OTU_102,0.6260650169820475
OTU_91,OTU_102,0.99
OTU_92,OTU_102,0.99
OTU_93,OTU_102,0.99
OTU_94,OTU_102,0.99
OTU_95,OTU_102,0.99
OTU_96,OTU_102,0.99
OTU_97,OTU_102,0.99
OTU_98,OTU_102,0.99
OTU_99,OTU_102,0.99
OTU_100,OTU_102,0.99
OTU_101,OTU_102,0.99
OTU_102,OTU_102,0
OTU_103,OTU_102,0.99
OTU_104,OTU_102,0.99
OTU_105,OTU_102,0.99
OTU_106,OTU_102,0.6260650169820475
OTU_107,OTU_102,0.99
OTU_108,OTU_102,0.99
OTU_109,OTU_102,0.99
OTU_110,OTU_102,0.99
OTU_111,OTU_102,0.99
OTU_112,OTU_102,0.99
OTU_113,OTU_102,0.99
OTU_114,OTU_102,0.99
OTU_115,OTU_102,0.99
OTU_116,OTU_102,0.5205701990317374
OTU_117,OTU_102,0.99
OTU_118,OTU_102,0.99
OTU_119,OTU_102,0.99
OTU_120,OTU_102,0.99
OTU_121,OTU_102,0.99
OTU_122,OTU_102,0.99
OTU_123,OTU_102,0.99
OTU_124,OTU_102,0.99
OTU_125,OTU_102,0.99
OTU_126,OTU_102,0.99
OTU_127,OTU_102,0.8197712833545108
OTU_1,OTU_103,0.2163514419852448
OTU_2,OTU_103,0.11798829553767375
OTU_3,OTU_103,0.5775089514066496
OTU_4,OTU_103,0
OTU_5,OTU_103,0.99
OTU_6,OTU_103,0.99
OTU_7,OTU_103,0.6260650169820475
OTU_8,OTU_103,0.99
OTU_9,OTU_103,0.99
OTU_10,OTU_103,0.5205701990317374
OTU_11,OTU_103,0.37883734586024664
OTU_12,OTU_103,0.99
OTU_13,OTU_103,0
OTU_14,OTU_103,0
OTU_15,OTU_103,0.5205701990317374
OTU_16,OTU_103,0.99
OTU_17,OTU_103,0.5205701990317374
OTU_18,OTU_103,0.30072715972653824
OTU_19,OTU_103,0.8197712833545108
OTU_20,OTU_103,0.11798829553767375
OTU_21,OTU_103,0.6260650169820475
OTU_22,OTU_103,0.30072715972653824
OTU_23,OTU_103,0
OTU_24,OTU_103,0.45485053581500284
OTU_25,OTU_103,0.884473168820995
OTU_26,OTU_103,0.45485053581500284
OTU_27,OTU_103,0.99
OTU_28,OTU_103,0.5205701990317374
OTU_29,OTU_103,0.99
OTU_30,OTU_103,0.5775089514066496
OTU_31,OTU_103,0.30072715972653824
OTU_32,OTU_103,0.6818271488961953
OTU_33,OTU_103,0.99
OTU_34,OTU_103,0.99
OTU_35,OTU_103,0.2163514419852448
OTU_36,OTU_103,0.30072715972653824
OTU_37,OTU_103,0.11798829553767375
OTU_38,OTU_103,0.99
OTU_39,OTU_103,0
OTU_40,OTU_103,0
OTU_41,OTU_103,0.30072715972653824
OTU_42,OTU_103,0.99
OTU_43,OTU_103,0
OTU_44,OTU_103,0.99
OTU_45,OTU_103,0.11798829553767375
OTU_46,OTU_103,0.99
OTU_47,OTU_103,0.6260650169820475
OTU_48,OTU_103,0.884473168820995
OTU_49,OTU_103,0.5775089514066496
OTU_50,OTU_103,0.99
OTU_51,OTU_103,0
OTU_52,OTU_103,0.9554387263976305
OTU_53,OTU_103,0.11798829553767375
OTU_54,OTU_103,0
OTU_55,OTU_103,0.30072715972653824
OTU_56,OTU_103,0.5205701990317374
OTU_57,OTU_103,0.5775089514066496
OTU_58,OTU_103,0
OTU_59,OTU_103,0
OTU_60,OTU_103,0.7798637362637363
OTU_61,OTU_103,0.5775089514066496
OTU_62,OTU_103,0
OTU_63,OTU_103,0.2163514419852448
OTU_64,OTU_103,0.30072715972653824
OTU_65,OTU_103,0.5205701990317374
OTU_66,OTU_103,0.2163514419852448
OTU_67,OTU_103,0.7798637362637363
OTU_68,OTU_103,0.8197712833545108
OTU_69,OTU_103,0.8526921512810085
OTU_70,OTU_103,0
OTU_71,OTU_103,0
OTU_72,OTU_103,0.8526921512810085
OTU_73,OTU_103,0.99
OTU_74,OTU_103,0.11798829553767375
OTU_75,OTU_103,0.30072715972653824
OTU_76,OTU_103,0.99
OTU_77,OTU_103,0.45485053581500284
OTU_78,OTU_103,0.884473168820995
OTU_79,OTU_103,0
OTU_80,OTU_103,0.11798829553767375
OTU_81,OTU_103,0.11798829553767375
OTU_82,OTU_103,0.99
OTU_83,OTU_103,0.99
OTU_84,OTU_103,0.99
OTU_85,OTU_103,0.99
OTU_86,OTU_103,0.11798829553767375
OTU_87,OTU_103,0.11798829553767375
OTU_88,OTU_103,0.6260650169820475
OTU_89,OTU_103,0
OTU_90,OTU_103,0.99
OTU_91,OTU_103,0.7275146594497068
OTU_92,OTU_103,0.5205701990317374
OTU_93,OTU_103,0
OTU_94,OTU_103,0.6818271488961953
OTU_95,OTU_103,0
OTU_96,OTU_103,0.6260650169820475
OTU_97,OTU_103,0.8197712833545108
OTU_98,OTU_103,0.99
OTU_99,OTU_103,0.91468809073724
OTU_100,OTU_103,0.37883734586024664
OTU_101,OTU_103,0.5205701990317374
OTU_102,OTU_103,0.99
OTU_103,OTU_103,0
OTU_104,OTU_103,0.99
OTU_105,OTU_103,0.11798829553767375
OTU_106,OTU_103,0
OTU_107,OTU_103,0.30072715972653824
OTU_108,OTU_103,0.9554387263976305
OTU_109,OTU_103,0.99
OTU_110,OTU_103,0.45485053581500284
OTU_111,OTU_103,0.45485053581500284
OTU_112,OTU_103,0.5205701990317374
OTU_113,OTU_103,0.99
OTU_114,OTU_103,0.91468809073724
OTU_115,OTU_103,0.37883734586024664
OTU_116,OTU_103,0.99
OTU_117,OTU_103,0.8197712833545108
OTU_118,OTU_103,0.8526921512810085
OTU_119,OTU_103,0.99
OTU_120,OTU_103,0.45485053581500284
OTU_121,OTU_103,0
OTU_122,OTU_103,0.45485053581500284
OTU_123,OTU_103,0.2163514419852448
OTU_124,OTU_103,0
OTU_125,OTU_103,0
OTU_126,OTU_103,0
OTU_127,OTU_103,0.2163514419852448
OTU_1,OTU_104,0.99
OTU_2,OTU_104,0.99
OTU_3,OTU_104,0.9803110475509476
OTU_4,OTU_104,0.99
OTU_5,OTU_104,0.99
OTU_6,OTU_104,0.99
OTU_7,OTU_104,0.99
OTU_8,OTU_104,0.99
OTU_9,OTU_104,0.6818271488961953
OTU_10,OTU_104,0.9803110475509476
OTU_11,OTU_104,0.30072715972653824
OTU_12,OTU_104,0.99
OTU_13,OTU_104,0.91468809073724
OTU_14,OTU_104,0.5775089514066496
OTU_15,OTU_104,0.99
OTU_16,OTU_104,0.99
OTU_17,OTU_104,0.99
OTU_18,OTU_104,0.9803110475509476
OTU_19,OTU_104,0.99
OTU_20,OTU_104,0.91468809073724
OTU_21,OTU_104,0.8197712833545108
OTU_22,OTU_104,0.99
OTU_23,OTU_104,0.99
OTU_24,OTU_104,0.91468809073724
OTU_25,OTU_104,0.99
OTU_26,OTU_104,0.5775089514066496
OTU_27,OTU_104,0.91468809073724
OTU_28,OTU_104,0.6818271488961953
OTU_29,OTU_104,0.99
OTU_30,OTU_104,0.99
OTU_31,OTU_104,0.5775089514066496
OTU_32,OTU_104,0.99
OTU_33,OTU_104,0.99
OTU_34,OTU_104,0.99
OTU_35,OTU_104,0.99
OTU_36,OTU_104,0.884473168820995
OTU_37,OTU_104,0.6260650169820475
OTU_38,OTU_104,0.9803110475509476
OTU_39,OTU_104,0.7275146594497068
OTU_40,OTU_104,0.99
OTU_41,OTU_104,0.99
OTU_42,OTU_104,0.99
OTU_43,OTU_104,0.5205701990317374
OTU_44,OTU_104,0.99
OTU_45,OTU_104,0.99
OTU_46,OTU_104,0.99
OTU_47,OTU_104,0.8197712833545108
OTU_48,OTU_104,0.6260650169820475
OTU_49,OTU_104,0.99
OTU_50,OTU_104,0.99
OTU_51,OTU_104,0.7275146594497068
OTU_52,OTU_104,0.99
OTU_53,OTU_104,0.37883734586024664
OTU_54,OTU_104,0.6818271488961953
OTU_55,OTU_104,0.884473168820995
OTU_56,OTU_104,0.9803110475509476
OTU_57,OTU_104,0.99
OTU_58,OTU_104,0.99
OTU_59,OTU_104,0.99
OTU_60,OTU_104,0.99
OTU_61,OTU_104,0.7798637362637363
OTU_62,OTU_104,0.11798829553767375
OTU_63,OTU_104,0.30072715972653824
OTU_64,OTU_104,0.6818271488961953
OTU_65,OTU_104,0.99
OTU_66,OTU_104,0.99
OTU_67,OTU_104,0.99
OTU_68,OTU_104,0.99
OTU_69,OTU_104,0.99
OTU_70,OTU_104,0.8197712833545108
OTU_71,OTU_104,0.99
OTU_72,OTU_104,0.9554387263976305
OTU_73,OTU_104,0.99
OTU_74,OTU_104,0.11798829553767375
OTU_75,OTU_104,0.99
OTU_76,OTU_104,0.99
OTU_77,OTU_104,0.91468809073724
OTU_78,OTU_104,0.99
OTU_79,OTU_104,0.99
OTU_80,OTU_104,0.6818271488961953
OTU_81,OTU_104,0.30072715972653824
OTU_82,OTU_104,0.99
OTU_83,OTU_104,0.99
OTU_84,OTU_104,0.99
OTU_85,OTU_104,0.99
OTU_86,OTU_104,0.99
OTU_87,OTU_104,0.99
OTU_88,OTU_104,0.99
OTU_89,OTU_104,0.99
OTU_90,OTU_104,0.99
OTU_91,OTU_104,0.99
OTU_92,OTU_104,0.99
OTU_93,OTU_104,0.99
OTU_94,OTU_104,0.99
OTU_95,OTU_104,0.6260650169820475
OTU_96,OTU_104,0.9554387263976305
OTU_97,OTU_104,0.99
OTU_98,OTU_104,0.99
OTU_99,OTU_104,0.99
OTU_100,OTU_104,0.99
OTU_101,OTU_104,0.7275146594497068
OTU_102,OTU_104,0.99
OTU_103,OTU_104,0.99
OTU_104,OTU_104,0
OTU_105,OTU_104,0.45485053581500284
OTU_106,OTU_104,0.5205701990317374
OTU_107,OTU_104,0.8526921512810085
OTU_108,OTU_104,0.99
OTU_109,OTU_104,0.99
OTU_110,OTU_104,0.99
OTU_111,OTU_104,0.99
OTU_112,OTU_104,0.884473168820995
OTU_113,OTU_104,0.99
OTU_114,OTU_104,0.99
OTU_115,OTU_104,0.99
OTU_116,OTU_104,0.99
OTU_117,OTU_104,0.99
OTU_118,OTU_104,0.91468809073724
OTU_119,OTU_104,0.99
OTU_120,OTU_104,0.884473168820995
OTU_121,OTU_104,0.9554387263976305
OTU_122,OTU_104,0.99
OTU_123,OTU_104,0.99
OTU_124,OTU_104,0.6260650169820475
OTU_125,OTU_104,0.99
OTU_126,OTU_104,0.37883734586024664
OTU_127,OTU_104,0.37883734586024664
OTU_1,OTU_105,0.99
OTU_2,OTU_105,0.99
OTU_3,OTU_105,0.99
OTU_4,OTU_105,0.99
OTU_5,OTU_105,0
OTU_6,OTU_105,0.99
OTU_7,OTU_105,0.99
OTU_8,OTU_105,0.99
OTU_9,OTU_105,0.99
